|Title|Description
249|UI/UX Designer|"Locations: Dallas
Departments: Information Technology
Stream Realty Partners is looking for a highly creative UI/UX Designer who is
responsible for gathering user requirements, designing graphic elements and building
navigation components. To be successful in this role, you should have experience with
design software and wireframe tools. If you also have a portfolio of professional design
projects that includes work with web/mobile applications, we’d like to meet you.
This individual will create both functional and appealing features that address our
business users’ and clients’ needs and help us deliver most visually appealing and
creative user interfaces.

QUALIFICATIONS
Proven work experience (or class assignments) as a UI/UX Designer or similar role
Portfolio of design projects
Knowledge of wireframe tools (e.g. Wireframe.cc and InVision)
Up-to-date knowledge of design software like Adobe Illustrator and Photoshop
Team spirit; strong communication skills to collaborate with various stakeholders
Good time-management skills
College enrollment in BA, BSc (or MA, MSc) in Design, Computer Science or
relevant field
RESPONSIBILITIES
Gather and evaluate user requirements in collaboration with product managers,
business users and software engineers
Illustrate design ideas using storyboards, process flows and sitemaps
Design graphic user interface elements, like menus, tabs and widgets
Build page navigation buttons and search fields
Develop UI mockups and prototypes that clearly illustrate how sites function and
look like
Create original graphic designs (e.g. images, sketches and tables)
Prepare and present rough drafts to internal teams and key stakeholders
Identify and troubleshoot UX problems (e.g. responsiveness)
Conduct layout adjustments based on user feedback
Define a good set of style standards on fonts, colors and images and insure all userfacing
elements adhere to these standards"
250|Sr. UX Designer|"American Girl, a wholly owned subsidiary of Mattel, is excited to announce that we are recruiting for several Marketing positions, located at Mattel’s corporate office in El Segundo, California. American Girl is a premium brand for girls and a leading global children's entertainment company that specializes in the design and production of quality toys and consumer products. American Girl offers an inspiring world of dolls, content, and experiences that nourish a girl’s spirit and help develop her strength of character. By inspiring girls to be their best, American Girl has earned the loyalty of millions and the praise and trust of parents and educators.

WHO WE ARE LOOKING FOR

The Sr. User Experience (UX) Designer is responsible for the creation of design solutions that provide a premier experience to internal and external user groups. The Sr. UX designer coordinates with product owners to understand requirements/needs, conduct consumer research and user testing, and provide wireframes and designs for creative execution based on industry best practices. This individual works closely with creative & project management to ensure that customer interactions are highly usable, provide intuitive access to content, and satisfies identified functional and business requirements. UX is also responsible for development and delivery of final creative, front-end code and coordination with IT.
Bachelor’s Degree in User Experience Design or related field preferred
Minimum of 2-3 years of all facets of User Experience (UX) design including Usability, User Experience Design, Usability Testing, Information Architecture, Interaction Design, Front-End development, and Graphic Design
Computer skills in Mac and PC environments, including digital design tools and web languages (i.e. DHTML, CSS, JSP, JavaScript and basic understanding of databases, programing, InVision, Sketch, Photoshop and Illustrator)
Excellent oral/written communication, analytical and interpersonal skills to effectively work with all levels within the organization
Must possess decision-making skills for problem identification and solution recommendation
Supervision of external vendors and/or service providers
Able to work on weekends and holidays to facilitate key site updates or emergency changes
Must possess a naturally creative and entrepreneurial spirit, ready to learn and drive to results within an ever-changing environment

ABOUT US

Mattel is a leading global children's entertainment company that specializes in design and production of quality toys and consumer products. We create innovative products and experiences that inspire, entertain and develop children through play. We engage consumers through our portfolio of iconic franchises, including Barbie®, Hot Wheels®, American Girl®, Fisher-Price®, Thomas & Friends® and MEGA®, as well as other popular brands that we own or license in partnership with global entertainment companies. Our offerings include film and television content, gaming, music and live events. We operate in 40 locations and sell products in more than 150 countries in collaboration with the world's leading retail and technology companies. Since its founding in 1945, Mattel is proud to be a trusted partner in exploring the wonder of childhood and empowering kids to reach their full potential.
Visit us at https://jobs.mattel.com/ and www.instagram.com/MattelCareers.

Mattel is an Affirmative Action/Equal Opportunity Employer
(minorities/female/veterans/individuals with disabilities/sexual orientation/gender identity)"
251|UI/UX Designer|"Quickly maturing startup seeking like-minded UI/UX designer! PacketFabric is redefining the carrier network to software-as-a-service. The technical team is a small, talented, and close-knit group. We need some help to make us look as good as our technology works.
What PacketFabric Offers
The chance to disrupt the entrenched Internet infrastructure industry.
A supportive and optimistic team that likes to learn from each other.
A product development pipeline that’s always pushing new features and enhancing the quality of existing products.
The opportunity to work with many different technologies.
The opportunity to work with lots of open source technology.
A small company culture.
A flat reporting structure.
Outstanding health, dental, and 401(k) for US residents.
What PacketFabric Doesn’t Offer
Lack of direction: we maintain a clear roadmap and product pipeline.
Pre-meetings: we don’t hold meetings to plan other meetings.
A commute: no hours wasted in megaregion rush hour traffic.
A dress code: a robe and slippers is acceptable attire any day of the week.
Job Description
As a well-rounded user experience designer, your contributions will be the most highly visible in the organization, and our customer base. You should have a healthy appreciation of facing a variety of diverse challenges outside of your comfort level and working under pressure. A typical day in the life of a UI/UX lead just might include:
Mocking up UI and workflow for several new features being added to the platform.
Designing visuals, interactions and individual assets for a new feature, such as latency visualizations across the entire network.
Interacting with customers to get feedback and better understand their needs to generate ideas for improved UI/UX based on such feedback, such as creating better data views for port capacity utilization.
Working closely with the product and software engineering teams to clearly communicate design ideas and get them implemented in the product.
Inspiring others in the company, from the executive team to customer support to think design first.
Researching additional ideas that you may have to improve the product/platform overall and sharing them with the team.
Skills & Requirements
The candidates who will excel in this role naturally understand that the user experience can make or break even the best ideas. You are motivated to invent, create, and understand your target customer on a deep level. More specifics include:
Be highly proficient prototyping experiences by creating wireframes and mockups in the tool of our choice
Extensive experience creating original digital assets to support your design ideas Sketch, Photoshop, Illustrator, and other graphic design tool sets
Solid experience implementing your ideas using HTML5, CSS, jQuery and JavaScript, so you understand experience and design that is practical to implement.
Experience with Git
A desire to break the mold and shrug the tried and true when it comes to displaying enormous and complicated data sets.
A never ending drive to create easy and intuitive workflows for complicated tasks
It’s also a plus if you:
Have experience with AngularJS and D3.js.
Have a basic knowledge of various network concepts (routers, ports, IPs, VLANs, etc.)"
252|Mobile UI/UX Designer|"At The Appraisal Lane, an affiliate of Reynolds and Reynolds, Product UI/UX Designers craft experiences that include comprehensive thought, care, metrics, and research. Using iconography, typography, color, space and texture, we help users successfully navigate our suite of products. As a designer, you’ll be at the center of creating designs that inspire, engage and excite users.
You’ll help iterate on a user-centered process and implement principles to produce high-quality visuals across many platforms; native iOS, Android, and web applications. You’ll collaborate with your fellow designers to constantly refine our design system and create innovative, great-looking products that people love to use.

Our team is interested in our users and currently working to learn everything we can about their behaviors, attitudes and emotions to help define the products and experiences. UI/UX Designers play an integral part in gathering these insights and then using them to inspire and inform design. Our designers are discussing interactions, visual design, research, and collaborating closely with Marketing, Product, and Engineering.
Requirements:
Ability to take initiative, prioritize, manage workloads and meet project deadlines
Excellent interpersonal skills and problem-solving skills
Must be in Austin or willing to relocate
Bachelor's degree in Design, Human-Computer Interaction, or a related field or equivalent practical experience
At least 2 years experience in mobile UI/UX or related position(s)
Must be authorized to work in the U.S.
Experience implementing visual design systems across different platforms in an iterative development environment
Experience working on a user-centric team
Experience in industry standard design tools (e.g., Adobe Creative Suite, Sketch, Studio)
Knowledge of technical constraints and limitations as they apply to designing for platforms such as desktop and mobile
Ability to act as a leader in communicating conceptual ideas and design rationale, all within a user-centered design process"
253|Lead UX Designer|"Research, strategy, and a strong focus on process help us identify the right problems to solve. The Appraisal Lane, an affiliate of Reynolds and Reynolds, is looking for a talented professional to lead our user experience initiatives and ensure our Product organization is working on the highest value problems. As our Lead User Experience Designer, you and associated scrum teams will collaborate to solve problems alongside customers and stakeholders. Your knowledge and experience will help guide our teams, conduct user interviews, testing, and research. If you have experience facilitating workshops, performing research, generating and validating concepts, ideating and iterating, and testing and shipping the highest quality user experiences both on-and-off-screen, we would like to hear from you.
Requirements:
Bachelor degree in Design, Human-Computer Interaction, or a related field or equivalent practical experience; Masters a plus
5 years experience working within a user-centric processes
2 years experience managing direct reports
Must be authorized to work in the U.S.
Experience conducting user research, investigating behaviors and personas
Experience executing design workshops, and survey/feedback/focus groups
Experience working within the agile framework using scrum methodology
Ability to work closely with marketing and product teams to identify research topics
Ability to work broadly with design, product, content strategy, engineering, and marketing
Initiative to plan and implement the overall user research strategy and methods
Experience working with remote participants a plus
Excellent journey mapping, ideation and iteration, heuristic evaluation skills
Must be in Austin or willing to relocate"
254|Senior UX Designer|"Business Unit:
Who We Are:
We’re a world-class group of innovators committed to transforming the digital landscape, one award-winning experience at a time. Here at Xfinity Digital, we lead the digital properties for millions of Residential (xfinity.com) and Business Services (business.comcast.com) customers. It’s an environment that values ambitious ideas. Ours is an entrepreneurial, fast-growing team that creates opportunities to educate, and enlighten both new and existing customers. And whenever possible, surprise and delight our audiences, too. We strive to build long-lasting relationships using enhanced flows, smart features, and self-healing solutions to champion trust and dedication with our entire customer base. Because outstanding customer experience is our best product, period.
What We're Looking For:
Senior Designer, Experience Design
You live and breathe good design. The Sr. UX Designer will have a hands-on role in the design of consumer-facing experiences for new as well as existing customers. You’ll help shape product benefits around user needs to build engaging and intuitive user interfaces, with both sales and customer satisfaction-driven results. As part of your day-to-day, you’ll collaborate with a team that includes a creative director and other designers, as well as product, engineering, sales, content strategy, and research teams. You’ll help drive the delivery of digital applications that feature outstanding user experience and design aesthetics.
What You'll Do:
Take responsibility for the user interface: identify problems, propose solutions, recommend implementations, and execute UI solutions to improve the user experience.
Build pixel-perfect, elite user interfaces and original, eye-catching visual design.
Have experience and understanding of users to recommend UI features that solve customer needs.
Deliver high quality work on schedules in a multidimensional, agile product environment.
Produce interactive prototypes for internal experimentation and usability testing, and test UI in a rigorous, data-driven way.
Write intuitive style guides and design specifications with a focus on engineering implementation.
Support, communicate, course-correct, and revise throughout the development phase, partnering closely with the development team to ensure quality launches.
Demonstrate a command of usability and accessibility standards in partnership with visual and interface design disciplines and principles.
Maintain a critical eye and attention to detail.
Other duties and responsibilities as assigned
What You’ll Need:
A portfolio that showcases eCommerce designs that will knock our socks off.
Bachelor’s degree or equivalent; preferred: design, information sciences, or technology.
Generally requires 5 – 8 years of related experience; preferred: crafting internet, mobile or equivalent interactive experiences.
Outstanding people skills and a knack for collaboration (UX, Sales, Campaigns and Merchandising, Marketing Communications, and beyond).
Experience leading development of digital design systems, including interaction design standardization and principles.
Experience in iconography, symbol design, and data visualization.
Expert typesetting and typographic design skills.
Deep knowledge of cross-platform web/mobile usability standards and UI specifications.
Understanding of design and technical capabilities/limitations of leading email and browser technology.
Skilled in taking a project from exploratory and conceptual version through to final production assets.
Ability to collaborate with copywriters and business partners for successful marketing launches.

Comcast is an EOE/Veterans/Disabled/LGBT employer"
255|UX Designer|"Our Interactive practice in
our Cognizant Digital Business (CDB) is seeking a Client Service Executive (CSE)
to assume sales and service role for our key Banking and Financial Services client(s).
In this role, the CSE will have business development and sales responsibilities
including identifying, qualifying and closing new business opportunities for our
Interactive practice which offers services in Digital Marketing, Marketing Technology
Operations, Campaign Management, Experience Design, Content, Web and Mobile
Channels. This position requires working with and leveraging a top-notch client
management team. The individual will be responsible for developing strategies
and tactics for selling services. The CSE will act as a “digital advisor” to
his/her client and will aim to become a digital partner to solve their business
problems.

Relationship Management:
Responsible for high-level relationship management with clients and the account
management teams. Performance will be measured on Interactive P&L
performance against budgets, expanding existing Interactive business, pitching
Interactive services to relevant stakeholders in the client organization.
Responsible for defining the client needs, developing proactive and reactive
proposals to meet those needs, as well as presenting thought leadership to the
client in the digital space.

Key Responsibilities:
·
Responsible for managing target revenues for
specific account(s)

·
Responsible for business development and planning
for assigned account(s)

·
Responsible for ensuring ample visibility of interactive
services among relevant client stakeholders

·
Be the first line of client contact to sell and
qualify interactive services in Digital Marketing, Marketing Technology
Operations, Campaign Management, Experience Design, Content Web, Mobile
Channels before bringing the experts from service competencies

·
Proactively work with account team to understand
client business and identify potential business challenges and work with
various service competencies to propose right solutions

·
Take end to end ownership of RFPs coming from
responsible account(s) for interactive services

·
Suggest potential opportunities/solutions to the
service competencies to expand the service spectrum to include Banking and
Financial services value chain

·
High level of acceptance with the client and the
account teams and partners

·
Routinely report interactive sales and other
status from accounts to practice leadership

The Qualified Candidate Will

Have:
·
Track record of pitching one or more Digital
Interactive services namely – Digital Marketing, Marketing Technology
Operations, Campaign Management, Experience Design, Content Web, Mobile
Channels preferably in the banking and financial services industry

·
Possesses an interest and passion toward
engaging with clients to understand their business challenges

·
Excellent communication and facilitation skills.
Exceptional presentation skills and experience

·
Experience and track record in managing complex
proposals

·
Ability to work collaboratively in a virtual and
highly-matrixed environment with diverse teams

Employee Status : Full Time Employee
Shift : Day Job
Travel : No
Job Posting : Aug 19 2019

About Cognizant Cognizant (Nasdaq-100: CTSH) is one of the world's leading professional services companies, transforming clients' business, operating and technology models for the digital era. Our unique industry-based, consultative approach helps clients envision, build and run more innovative and efficient businesses. Headquartered in the U.S., Cognizant is ranked 193 on the Fortune 500 and is consistently listed among the most admired companies in the world. Learn how Cognizant helps clients lead with digital at www.cognizant.com or follow us @USJobsCognizant.

Cognizant is recognized as a Military Friendly Employer and is a coalition member of the Veteran Jobs Mission. Our Cognizant Veterans Network assists Veterans in building and growing a career at Cognizant that allows them to leverage the leadership, loyalty, integrity, and commitment to excellence instilled in them through participation in military service.
Cognizant is an equal opportunity employer. All qualified applicants will receive consideration for employment without regard to sex, gender, identity, sexual orientation, race, color, religion, national origin, disability, protected veteran status, age, or any other characteristic protected by law.
If you have a disability that requires a reasonable accommodation to search for a job opening or submit an application, please email CareersNA2@cognizant.com with your request and contact information."
256|UX/UI Designer|"Key Role:
Work closely with other designers, developers, strategists, product owners, project managers, and end-users to improve the user experience of heavily-trafficked, public facing Web-based applications through redesigns and style guide alignment. Balance the requirements and business goals of a product while remaining attentive to the needs of users. Implement strategic design principles and aim to create a cohesive user experience in all designs that align to the corporate style guide.
Basic Qualifications:
3+ years of experience with UX/UI design
Experience with the full spectrum of the digital creative process, including user research, information architecture, wire-framing, rapid prototyping, interface design, and front-end development
Experience with working in cross-functional, Agile teams to design large-scale digital experiences that meet business objectives
Experience with a mobile-first responsive design approach
Experience with one or more of the following tools: Adobe CC, Sketch, Slack, or InVision
Ability to obtain a security clearance
BA or BS degree
Additional Qualifications:
Experience in working with a design system manager
Experience with researching and presenting competitive landscape analysis
Experience with planning and managing moderated usability tests
Knowledge of Section 508 coding, testing, and compliance
Public Trust clearance preferred
Clearance:
Applicants selected will be subject to a security investigation and may need to meet eligibility requirements for access to classified information.
We’re an EOE that empowers our people—no matter their race, color, religion, sex, gender identity, sexual orientation, national origin, disability, veteran status, or other protected characteristic—to fearlessly drive change."
257|Sr. UX Designer|"Company Overview
At Motorola Solutions, we create technologies our customers refer to as their lifeline. Our technology platforms in communications, software, video and services help our customers work safely and more efficiently. Whether it’s helping firefighters see through smoke, enabling police officers to see around street corners, or reliably keeping the lights on in homes and businesses around the world, our work supports those who put their lives on the line to keep us safe. Bring your passion, potential and talents to Motorola Solutions, and help us usher in a new era in public safety and security.

Department Overview
The UX team at Motorola Solutions is tasked with envisioning the future of technology while bringing to market real world solutions today. Our portfolio contains an ecosystem of applications designed to bring mission-critical intelligence from the command center to in-field operations. This includes a suite of communication, collaboration, and workflow apps. We are building some of the most meaningful software today. Real, professional, tools. The UX team includes user experience designers, visual designers and user experience & human factors researchers. We work closely with our development partners to ensure the best end-to-end solutions.

Job Description
Want to design products that actually matter? Do you believe that the challenges facing public safety today can be solved by a thoughtful and holistic approach to user experience design? Come join our team as a Senior UX Designer.
As a Sr. UX Designer you will:
Envision and execute an end-to-end software suite for public safety- including crime prediction & analytics, 911 & incident response, and case resolution & investigation.
Collaborate with UX researchers, visual designers, and developers to conduct immersive field research, synthesize insights, generate concepts, validate designs, and deliver to developers.'
Contribute to future envisioning efforts in the form of design exercises, brainstorming sessions/workshops as needed within the team
We are looking for:
Passion for research-fueled rapid ideation
Self starter and a strong desire for team collaboration
Demonstrate compelling storytelling skills as well as a command of design thinking principles and best practices
Knowledge and experience in mobile and web UI/UX design preferred
Proficiency in Adobe CC, Sketch, and Invision

Basic Requirements
3+ years professional experience in UX Design
Bachelor’s or Master’s degree in a design related field (interaction design, industrial design, human-computer interaction)

Travel Requirements
Under 10%

Relocation Provided
None

Position Type
Experienced

Referral Payment Plan
No


EEO Statement
Motorola Solutions is an Equal Opportunity Employer and all qualified applicants will receive consideration for employment without regard to race, color, religion, sex, sexual orientation, gender identity, national origin, disability, veteran's status, or, any other protected characteristic."
258|UX Designer|"We are a digitally native technology services company where innovation, design and engineering meet scale. We use some of the latest technologies in the digital and cognitive field to empower organizations in every aspect. We have more than 8,300 professionals and we are present in 14 countries working for companies like Google, LinkedIn, BBVA, EA and Coca Cola, among others.

We were named a Worldwide Leader of Digital Strategy Consulting Services by IDC MarketScape report (2016 and 2017). We were also featured as a business case study at Harvard, MIT, and Stanford.

For more information, visit www.globant.com

WHAT ARE WE LOOKING FOR?

Globant is seeking an experienced UX designer who is fluent in design strategy, user research, interaction design, and user testing. Client-facing facilitation skills, a collaborative nature, passion for human-centered design, and critical thinking skills will be crucial to your success.

YOU’LL GET THE CHANCE TO:
Lead the product flow and wireframe process within projects
Lead early-stage planning, prototyping, and prototype testing
Work in a fast-paced environment, handling multiple projects/tasks at one time
Coordinate projects with outside resources to facilitate the production of deliverables
Ensure all correspondence, materials, presentations, proposals, etc., seen by prospective and existing clients are error‐free, of the highest quality and always relevant to the client’s issues
Partner with fellow Designers, Production, and Development to create functional specifications for designs with sufficient detail to accurately estimate and implement the designs.
Communicate findings and recommendations in a clear and compelling manner in written, oral and presentation forms
Present work directly to clients in a confident manner
Monitor timeline and deadlines
Strong writing skills
WHAT WILL HELP YOU SUCCEED:
10+ years in the industry
Prototyping Experience
Mobile App Design Experience
Expert in Adobe Photoshop
Expert in Adobe Illustrator
Adobe InDesign
UX/UI Experience
Motion Design
Experience developing mobile products
Web Design
Experience with emerging platforms
Affinity for mobile apps
Strong writing skills
We are interested in hard-working, fast-learning talents and we have the know-how and scale to help you make your own career path. If you seek an entrepreneurial, flexible and team-oriented culture, come join us.

We are ready."
259|Sr. UX Designer --- Kiewit Technology Group|"Requisition ID: 83238
Role Summary
The User Experience Designer will lead the usability and design during the development lifecycle for critical projects and products. You will work alongside product management, development, and business stakeholders to drive a user-centered design approach. This role embodies a passionate, yet pragmatic designer who can analyze customer needs and behaviors, identify problem solving opportunities, and successfully transform requirements into intuitive and elegant user experiences.

Role Responsibilities
Leads UX activities such as user/design research, interviews and workshops.
Translates findings into usable, useful, effective and efficient user experiences.
Provides information verbally and visually through low to mid-fidelity wireframes and prototypes.
Mentors others and demonstrates ability to design the most effective user interface design around multiple solutions, scenarios and/or complexity.
Tests and validates working hypothesis with users through the usability testing of wireframes, clickable prototypes and published product, including participation in design feedback.
Capably clarifies complex solutions and confirms design with stakeholders and senior leadership.
Work with UI Designers and Developers to bring concepts to life while maintaining UX best practices.
Mentors others and demonstrates ability to find and select the information, tools, and processing techniques needed for a task.
Leads and mentors others on the best practices for User Centered Design.
Manages Stakeholder expectations while maintaining Customer/End User focus.
Provides feedback, proposes solutions and can implement process improvements needed in timeliness or quality of deliverables.
Skills & Qualifications
Minimum of 3 years work experience as a UX Designer encompassing a wide range of UX and UI disciplines.
Demonstrated UX/Design Sprint facilitation skills with small and large groups (5 - 20 audience members).
Solid understanding of how the user-centered design process drives design thinking and implementation.
Experience conducting UX activities or collaborating with UX designer on UX related activities (usability testing, contextual/stakeholder interviews, etc.).
Experience with agile and waterfall software development practices.
Interpersonal, presentation and written communication skills; able to effectively communicate designs, ideas, and concepts to team, IT & Business partners and influence key stakeholders.
Willingness to travel approximately less than 10%.
Bonus Points:
Bachelor’s degree in Human Computer Interaction (HCI), Graphic Arts/Design, Computer Science, Psychology or equivalent.
Experience with Microsoft Azure Dev Ops (ADO), basic knowledge in HTML, CSS, and JavaScript preferred.
Experience with prototyping software such as Axure, Figma, Sketch preferred.
About Kiewit
As one of North America's largest, most respected construction and engineering organizations, with 2018 revenues of $9 billion, Kiewit exists to make a difference. We improve and connect communities across the United States, Canada, and Mexico through complex projects in transportation, water/wastewater, power, oil, gas and chemical, building, industrial and mining. Our services are as diverse as the skills of our 20,000-strong workforce to whom we provide challenging, honest work in a caring and collaborative culture. A sense of adventure, pride and fulfillment is built into every career at Kiewit.
How We’re Different
Consistently ranked within the top five of the “Top 400 Contractors” according to Engineering News-Record
Top-tier health, dental and vision insurance available from Day One of employment
401K savings plan that includes company dollar-for-dollar match on contributions up to 6 percent of base pay
Our employees are entitled to accrue at least 20 days paid time off each year
We spend an average of $8,500 per employee each year on training and career development and reimburse up to $5,250 per year in outside tuition costs
Kiewit is an Equal Opportunity Employer. Employment decisions are made without regard to race, color, religion, national or ethnic origin, sex, sexual orientation, gender identity or expression, age, disability, protected veteran status or other characteristics protected by law."
260|UX Designer - Pogo Platform|"Senior UX Designer - POGO Platform
Location; Seattle, WA
Studio Introduction
At Pogo, we exist to be the best casual games destination in the world and we want you to join us!
About You
We’re looking for a UX Designer to help support the launch of our next-generation gaming destination website. As a UX Designer, you will refine, manage and ship interfaces for games catalog, achievements, collections and social features. You will partner closely with UX Design, UI and Marketing Artists, Engineering, and Producers during the production phase to provide continuous improvements and project deliverables for our website redesign initiative.
You are comfortable dealing with product legacy and finding innovative solutions to balance user needs and technical constraints. You are well-versed in responsive website design and supporting multiple breakpoints utilizing Sketch. You are detail oriented and masterfully combine functionality and playfulness in your design deliverables.
Requirements
You should understand the end-to-end iterative UX product design process, including how to develop user stories, wireframes at multiple breakpoints, flow diagrams, prototypes and high-fidelity visuals.
Proficiency with current design tools such as Sketch, inVision and Zeplin.
Fluent in responsive design, mobile and tablet UI/UX.
A deep empathy for the user.
Excellent English communication skills (both written and verbal), presentation, interpersonal and analytical skills including the ability to communicate complex, interactive design concepts clearly and persuasively across different audiences and varying levels of the organization.
You will manage the design process by defining requirements, scoping projects and prioritizing tasks.
An online portfolio or samples of work demonstrating experience creating great user-centered design solutions and patterns, across desktop and mobile devices.
About Pogo
Pogo has been leading the way for online casual games since 1998. We are the
ultimate online community to play free online games, including many classic card
and board games and great original content. Our unique service provides
countless hours of fun to millions of Pogo fans."
261|UX/UI Designer-Creative Partnerships|"Expedia
Expedia Media Solutions is dedicated to building creative media partnerships for travel advertisers enabling them to use Expedia's network of leading travel brands and global sites. We have revolutionized the way brands reach and connect with online travel consumers, emerging as a leader in online advertising sales among travel and e-commerce brands. With a growing product portfolio offering a multitude of advertising and sponsorship opportunities, our Media Solutions team at Expedia has built a viable marketing platform for advertising partners to reach the 78 million worldwide monthly unique visitors that visit Expedia Group sites.
Are you someone who loves marrying technology and creative to drive consumer engagement and delight? Do you want to create first-to-market campaigns integrating leading global brands? Are you passionate about reinventing what good looks like?
Our team is looking for an experienced, entrepreneurial, creative and detailed oriented design and user experience lead that will be responsible for creating and executing concepts, pitches, and solutions for our Creative Partnerships team. This person will lead creative design and UX of custom, bespoke marketing campaign efforts – integrating Expedia brands with other global brands – for campaigns spanning across digital, interactive, print, video and environmental. You will lead creative direction with agencies and act as the subject matter expert on all things UX and design for creative and content partnerships.
Responsibilities:
Working with a talented team of Creative Partnerships Managers, Business Development Managers and advertising partners, you will brainstorm and create innovative concepts for high-end bespoke media campaigns integrating the Expedia Group brands.
You will work to create high-end bespoke campaigns within our brand voice utilizing the latest technologies and industry trends into a cohesive, engaging marketing campaign aimed to meet and exceed partner goals.
You will advise and execute on all stages of design from conception and pitching through execution.
You are an excellent communicator who is able to coordinate among the Creative Partnerships, Sales, Operations, and Brand teams to build strategic, content-driven solutions.
You'll work with other Brand User Experience and Design teams around the globe to ensure adherence to brand guidelines and with a goal to better integrate Creative Partnership campaigns into the Brand sites.
You thrive in a smaller, but dynamic and fun environment.
You will partner with external agencies, vendors and teams to bring design and content concepts to life.
Requirements:
You will have experience in the conception, design and production of various online & offline items utilizing best practices in design and UX while utilizing new technologies throughout.
Minimum of five years' experience as a graphic designer with emphasis in UX in agency creative, in-house design, and/or graphic design.
Fluency in Photoshop, InDesign, Illustrator, HTML/CSS and working knowledge of AfterEffects & Final Cut ProAbility to create superior, original online and offline design.
Strong design style including creative design solutions for integrating two brands in advertising campaigns.
Strong conceptual skills.
Solid understanding of client deliverables, timelines, and the ability to take responsibility for them.
Understanding of and experience in online travel advertising, layout, color theory and typography in both print and digital media.
Experience integrating e-commerce and advertising online without impacting conversion.
Ability to effectively lead multiple projects/tasks of varying complexities and meet tight deadlines in a face-paced environment.
Ability to work with teams across multiple geographies.
Excellent organization and communication skills.
Degree in graphic design preferred however it is not essential.
About Us
Our mission is to revolutionize travel through the power of technology. Collectively, the Expedia Group brands cover virtually every aspect of researching, planning, and booking travel, from choosing the best airplane seat, to reading personal travel reviews of hotels, to planning what to do in a destination once you arrive. The Expedia, Inc. portfolio serves both leisure and business travelers with tastes and budgets ranging from modest to luxury. Expedia delivers consumer travel demand from nearly every continent to thousands of hotels and vacation rentals, hundreds of airlines, thousands of activities, and dozens of car rental companies and cruise lines. Please visit www.expediagroup.com to learn more about our travel brands.
Expedia is committed to creating an inclusive work environment with a diverse workforce. All qualified applicants will receive consideration for employment without regard to race, color, religion, gender, gender identity or expression, sexual orientation, national origin, genetics, disability, age, or veteran status.
Expedia is committed to creating an inclusive work environment with a diverse workforce. All qualified applicants will receive consideration for employment without regard to race, color, religion, gender, gender identity or expression, sexual orientation, national origin, genetics, disability, age, or veteran status. This employer participates in E-Verify. The employer will provide the Social Security Administration (SSA) and, if necessary, the Department of Homeland Security (DHS) with information from each new employee's I-9 to confirm work authorization."
262|UI Designer|"Job Posting: UI Designer

About RightNow Media
RightNow Media serves 18,000 churches and businesses every day in 25 countries. Similar to Netflix, our
streaming media service allows Christians to access over 20,000 biblical videos from 250 of the top Christian
publishers, ministries, and communicators in the country. In addition to distributing video content from other
producers, our team has produced many RightNow Media Originals featuring well-known pastors and leaders
including Matt Chandler, Jennie Allen, Max Lucado, Francis Chan, David Platt, Eric Mason, Chip Ingram, Louie
Giglio, Gary Thomas, Lisa Harper, and others. RightNow Media has videos for small groups, families, students,
leadership development, and much more.
As a non-profit organization, we firmly believe the mission of the Church matters. Everything we do is rooted
in the belief that the Church—God’s people—can have a powerful impact on this world through the power of
the gospel. Our team loves the Church.
We value family. We value hard work. We value teams. We value the power of stories.
Job Description: UI Designer
This person will be responsible for the design of user interfaces for our in-house and consumer-facing
applications while working as part of the UX team. This person will be working extensively with our software
development team and will be an integral part of a team of designers that report directly to the Creative Director.
To work best with our team, this person is required to work from our office in McKinney, TX. No requests for
part-time or remote employment will be considered.
Essential Functions & Responsibilities:
3+ years of web-based and/or app UI Design, involved in all staged of development: UX, information
architecture, user research, scrum-based project planning, implementation.
1-2 years of experience designing mockups and prototypes using tools like Figma, Sketch, and Adobe XD.
2-3 years of experience in Adobe Creative Suite: Photoshop, Illustrator, Indesign, Dreamweaver.
Some experience using HTML/CSS to design websites and emails.
Attention to detail.
Strong communication skills with the ability to work in a team environment.
Ability to manage constructive criticism and meet deadlines.


Job Posting: UI Designer
Understanding of branding, marketing and consumer behavior and ability to apply that knowledge to
design.
BA in graphic design, advertising, art, marketing, or equivalent industry experience.
Digital portfolio displaying strong design skill and awareness of the latest design trends.
If Interested:
Please read through the job description and requirements. Only qualified applicants will be considered. Be
sure to visit rightnowmedia.org and rightnow.org for a better understanding of our ministry. Please fill out an
online application where you can submit a cover letter, resume, and portfolio at rightnowmedia.org/careers. In
your cover letter, please include information about your life and salary requirements."
263|UX Designer|"The UX Designer defines the UX approach and strategy for initiatives they lead. They collaborate broadly to define the user experience and develop a variety of design artifacts (wireframes, etc.) as needed to communicate UX design vision to team members. You will leverage existing standards, patterns and libraries, take into account business and technology constraints while remaining a faithful and effective advocate for the customer's needs and goals.
QUALIFICATIONS
You have a meticulous eye for visual design and a proven track record of building polished, intuitive, user-friendly applications.
You have great communication skills. You can effectively articulate, evangelize and defend your ideas in front of a variety of audiences from different backgrounds.
You have a passion for technology and for helping others to understand how complex systems work, and can translate those workflows into simplified interactions
Experience bringing together different products under a common design language (visual and interaction)
Experience distilling large data sets into friendly, insightful visualizations
Ability to design products to suit the needs of a global audience
Mastery of design tools such as Photoshop, Illustrator, OmniGraffle, Visio, Axure, and/ Sketch"
