|Title|Description
174|"Scrum Master | Wilmington, DE"|"Scrum Master | Wilmington, DE - (007251)
Description
Scrum Master - Intermediate Level - 5+ years’ experience
Experience in Agile software development methodology and practices with full development lifecycle from inception through implementation including Jira
Working knowledge of Object Oriented Analysis/Object Oriented Design methodologies and life cycles.
Demonstrated experience with SCM tools such as GIT, Subversion...
Excellent analytical, communication, organizational and problem-solving skills coupled with a strong work ethic
Ability to deliver in a fast paced global team environment.
Test-infected attitude (strong desire to perform thorough and exhaustive unit, integration and system testing)

Qualifications
B.E/B.TECH
Primary Location: US-DW-Wilmington
Job: Program Management
Organization: US_INC
Regular
Shift: Standard
Employee Status: Individual Contributor
Job Level: Day Job
Travel: Yes, 15 % of the Time
Job Posting: Jan 31, 2020, 7:25:48 AM"
175|Scrum Master/ BA|"WE ARE A TRANSFORMATIONAL PARTNER
We marry design and engineering language in ways that produce impactful and memorable experience journeys. We partner all the way to continuously improve our clients’ digital maturity. Our Studio network brings the optimal combination of skill, scale, and cost for each stage of the product development lifecycle. And to do this we need great transformational people that want to impact the projects and organizations that they work with.

We are looking for an exceptional Scrum Master/ BA to work with our cross-functional team, and join our world-class community of talented experts. Core to this need are expertise in:

Scrum skill set:
Ability to conduct scrum ceremonies like Daily Standup, SCT meetings, Estimation Sessions, Demos, Retrospective and other cadences
Lead and oversee the assigned sprint team and guide them in Agile methodologies
Attend Scrum of Scrum forum and discuss progress, impediments and dependencies
Understand the product, and review the product backlog and user stories
Prioritize the backlog and create release plans based on product road map and business needs
Identify training needs, create training plan & materials, and conduct training for the team, peers and the larger group on Agile principles
Identify impediments and work with relevant team to remove them
BA skill-set:
Have very good listening and comprehension skills.
Ability to interact with product managers and senior stakeholders
Be inquisitive in eliciting details with the capability to articulate and present complex situations/scenarios that can be understood by different audiences
Able to organize, facilitate and conduct work sessions - large and small - with cross functional stakeholders
Able to work independently or with minimal supervision to produce quality work products in a timely manner
Experience with writing user stories and acceptance criteria in agile framework
Work experience in Kanban (in addition to Scrum) is an advantage
Proficient in the use of Microsoft tools like Excel, Word, Power point, and Visio, and video conferencing and IM (Skype).
Ideally you will also have:
Undergraduate Degree in Computer Science, Physics or Mathematics (Graduate Degree always is a plus)
8+ years experience in these skill sets
An Agile mindset with experience working in Agile environment
A spirit of collaboration and transparent communication
A natural curiosity for new scripting languages , frameworks and technologies
High personal code/development standards (peer testing, unit testing, documentation, etc)
We are a thriving Community of top technology talent that is globally connected. We Engage, Make, Run and Evolve the technology that makes many brands that you know and love. So let’s take this journey together. No matter where you are on your digital career roadmap, we can help you grow and have fun doing it.

Pack and move relocation available. Softvision LLC is an Equal Opportunity Employer. No 3rd Party Agency Candidates."
176|Scrum Master|"About us and our technology:
At DoubleDutch, our product is more than just an event platform that provides registration and social networking — we’re tying people and data together. We get the most relevant content in front of users, regardless if they’re attending, organizing, or exhibiting at an event.

It may sound easy, but bringing mobile-first thinking, decision-driven data collection, and user-focused engagement into one intuitive platform is challenging. And we do it better than anyone else.

Much like the purpose of our product, our company culture reflects our passion for connecting humans. Whether it's our intense focus on delivering exceptional service to our clients or our dedication to giving back to our communities, our people-first approach is clear in all that we do.

DoubleDutch currently has offices in San Francisco, Phoenix, Portland, London and Amsterdam and is backed by Bessemer Ventures, Floodgate, and KKR.

The Position:
DoubleDutch is hiring a Scrum Master to focus on the management and coordination of key projects, responsibilities, and tasks between Engineering, Product, QA, and other departments to improve the speed and efficiency of output to advance our roadmap.

You will:
Implement and oversee best-in-class project management practices across our rapidly growing, geographically distributed engineering team.
Coordinate with stakeholders including product management, engineering, and QA teams to ensure on-time delivery of releases.
Plan milestones and track progress of projects, raise potential risks and issues, suggest and implement solutions as needed.
Lead meetings and reviews, including Agile ceremonies such as sprint planning, daily SCRUM standup, sprint reviews and retrospectives.
You will have:
*
Minimum of 5 years of project or program management experience in a software environment.
Proficiency in project management software, including JIRA/Confluence.
Hands-on approach and demonstrated ability to manage multiple projects in various states of planning and execution.
Experience working in an iterative, Agile development environment.
Exceptional communication skills and ability to drive teams to consensus, skilled at negotiating and developing relationships.
Adaptability in a rapidly changing environment, comfort with ambiguity and changing priorities.
Practical experience working with remote teams and across different time zones.
Nice-to-Have:
Engineering/technical background, experience in iOS and Android development a plus
Certification in a project management or scrum methodology (PMP, ACP, ScrumMaster preferred)
Previous experience in startup environment.
Experience in the event space or frequent attendance at events/conferences."
177|Agile Scrum Master|"Location: Kohler, WI
Opportunity
This is more than a job posting for Kohler Company, one of the oldest and largest privately held companies in North America. This is an invitation to collaborate and apply your craft in a creative conscious and characterful culture.
As an Agile Scrum Master, you will be responsible for inspiring and empowering other team members, for coaching and supporting employees with respect to Kohler's Agile journey, and demonstrate knowledge and passion about agile principles and share them across the organization. Have a growth mindset that seeks out innovative approaches and focuses on continuous improvement. Bring a data-driven approach to decision making, both in day-to-day activities and when helping others make strategic trade-offs.
Specific Responsibilities
Model behaviors to support the organization’s adoption of a new way
of working.
Use servant leadership to foster a healthy culture of trust and transparency with the team.
Ensure sprint planning, daily scrums, retrospectives, and sprint reviews, as well as backlog refinement occur by educating the team on their importance and facilitating when necessary. Provide constructive feedback to team members to help drive agile adoption and growth.
Ensure the product owner is able to create, order and maintain a product backlog.
Broker negotiations between the product owner and the Scrum Development Team, when needed.
Ensure goals, scope, and product domain are understood by everyone on the scrum team as well as possible.
Finding techniques for effective product backlog management.
Help the scrum team understand the need for clear and concise product backlog items.
Understand product planning in an empirical environment.
Ensure the product owner knows how to arrange the product backlog to maximize value.
Update metrics and use as a conversation starter to ensure accurate and transparent communication to the scrum team, stakeholders and leadership.
Teach the team to use burn down charts to review team progress during the sprint.
Leading and coach the organization in its scrum adoption.
Plan scrum implementations within the organization.
Help employees and stakeholders understand and enact scrum and empirical product development.
Cause change that increases the productivity of the scrum team.
Ability to identify opportunities to apply agile frameworks across a variety of products and projects.
Perform other related duties as assigned.
Skills/Requirements
Bachelor’s degree in Information Technology, Business or related field required.
8-12 years professional experience.
3+ years working with or on Agile teams and understanding of Agile practices.
Excellent communication and people skills.
PSM or CSM preferred.
We will consider applicants requiring sponsorship for this opportunity.
Why Work at Kohler Co.?
Kohler Co.'s mission is to contribute to a higher level of gracious living for those who are touched by our products and services. We understand that it takes investment in our associates’ development to make that happen. So, we offer ongoing investment in each individual’s personal development and the opportunity to collaborate with others across functions and roles at Kohler.
In addition to the investment in your development, Kohler offers a benefits package including a competitive salary, health, vision, dental, 401(k) with company matching, and more!
About Us
Beyond the competitive benefits and compensation, Kohler proudly offers a rich history, steeped in creativity and a commitment to our associates and communities. We invite you to learn more about our culture and company at www.kohlercompany.com.
It is Kohler’s policy to recruit, hire, and promote qualified personnel in all job classifications without regard to race, creed, religion, age, sex, sexual orientation, gender identity or expression, marital status, national origin, disability or veteran status. If, as an individual with a disability, you need reasonable accommodation during the recruitment process, please contact kohlerjobs@kohler.com. Kohler Co. is an equal opportunity/affirmative action employer."
178|Senior Scrum Master|"Overview:
Geneia is looking for a Highly qualified and experienced Agile scrum master who is committed to working with multiple distributed scrum teams for producing quality software as part of a highly collaborative environment under the direction of team and departmental leadership. Ideal candidate will follow and/or support all departmental and industry best practices including - continuous integration, code quality (zero escaped defect ideal), efficiency (throughput and elimination/minimization of waste), test automation, etc. The individual will direct the team and organization on how to use Agile/Scrum practices and values, guiding the team on self-organization. Coaching the teams to higher levels of maturity, assisting with internal and external communication.
Responsibilities:
Fulfill the duties of Scrum Master for multiple simultaneous teams.
Host and facilitate daily scrums ensuring industry and departmental best practices and processes.
Resolving impediments by identifying resolution stakeholders and leading in the development of a resolution plan.
Foster a highly collaborative team environment where problems and ideas can be raised without fear of blame, retribution or judgement.
Foster an environment where team members viscerally understand that the team succeeds or fails together.
Foster an environment of self-direction in areas not governed by departmental processes.
Facilitate the team’s ability to achieve and sustain healthy flow by assistance in the management and communication of blocks, risks, dependencies, etc.
Facilitate the team’s adoption and exercise of Lean principles including the identification and removal of waste and inefficiency methodology, tools, people skills and navigating politics.
Facilitates planning, team learning in the form of reviews and retrospectives.
Assist in the communication of team-level best practices and lessons learned to wider stakeholder groups, as needed and appropriate.
Communicate concisely and effectively to stakeholders outside the immediate delivery team, including tech lead, development manager, product management, operations, etc., as needed.
Assist the Product Owner/Business Analyst in the definition, maintenance, grooming, prioritization, etc. of the team’s backlog.
Facilitate discussion, decision making, and conflict resolution.
Qualifications:
Ability to lead dynamic, energized and highly creative multi-discipline high-performance work teams.
Provide open communication, actively soliciting ideas for improvement.
Working knowledge of Systems Development Lifecycle and Project Management Lifecycle.
Advanced understanding of scope, schedule, planning, time management, resource management, communication management, and cost management.
Knowledge of the healthcare industry is preferred.
Knowledge of multiple patterns and techniques for enhanced Scrum approach (ex: burndown technologies, retrospective formats, defect handling, etc.).
Experience in software and/or platform product development utilizing the Agile methodology is required.
An attitude of servant leadership is required for this role and the candidate must consistently advocate for the betterment of the team and the work under development
Outstanding soft skills including communication, mentoring, conflict resolution, facilitation, leading by example, work ethic, continual introspection/retrospective and improvement, emotional intelligence, etc.
Strong knowledge of and experience in iteration/sprint-based development is required.
Demonstrated experience working within continuous delivery and automated testing environments is a significant plus.
Experience in the healthcare industry is a significant plus.
Ability to effectively work with both co-located and distributed teams is required.
Demonstrated ability to work within highly matrixed work environment.
3+ years playing the Scrum Master role in a product development organization that was diligently applying mature Agile/Scrum principles, practices and theories.
Additional experience working on cross functional teams strongly desired.
Experience managing deliverables in a virtual environment.
Experience managing development, database, hardware support as well as analyst resources.
BA/BS degree in Computer Sciences or related field and/or equivalent education and experience.
Formal Agile training and certifications are significant pluses but more weight is given to the character and qualities of a great Scrum Master as demonstrated by past performance in a professional capacity and environment.
Geneia is an equal opportunity Employer"
179|Agile Scrum Master|"Position Summary
The Agile Scrum Master is responsible for end-to-end management and delivery of a material change for a project of high complexity across multiple departments within a single business unit.
The Scrum Master facilitates the Agile methodology and activities, manages, leads and directs the work efforts of resources that are functionally aligned as part of the project team.
The Scrum Master is responsible for the end-to-end integration of various work streams in order to deliver the intended project solution, the position specific responsibilities include:
Manage Project Scope
o Leads the daily Scrum meetings of the Agile project team and partners with the product owner to lead the team
o Removes impediments to the ability of the team to deliver and is keenly focused on the activities and progress of the Agile project team
o Timeline and Budget/Expenses; Obtain and align resources to key project roles; establish responsibilities and accountabilities
o Oversight/Manage/Lead project execution, integration and implementation, including ceremonies
Risk Management and Mitigation Planning
Readiness/Change Adoption/Stakeholder Management
Quality Assurance, ensure that all applicable change requirements are satisfied; Acts as the primary point of contact and integration for the project
Required Skills
Strong communication skills, both verbal and written; Able to deliver on time, that keeps group on top of agenda, action items, effectively pushing initiative forward, etc.
Strong business partnering skills with individuals across the organization in a matrixed environment, desire to lead in a fast-paced workplace.
Servant Leadership, detail oriented, capable of working in a strategic environment and managing to deadlines, drives for results.
Work cross functionally and build positive relationships to ensure programs are executed.
Proficient computer/software skills – MS Office products and WebEx/Skype.
Desired Skills
At least 7 years project/technology delivery management experience
Experience with Agile methodology or certified Scrum Master
Experience or Certification in SaFE Agile
Flexible and patient with new team members just learning the Agile methodology, ability to teach and lead the team.
Shift:
1st shift (United States of America)
Hours Per Week:
40"
180|Scrum Master|"About Us:
Dealer Inspire (DI) is a leading disruptor in the automotive industry through our innovative culture, legendary service, and kick-ass website, technology, and marketing solutions. Our mission is to future-proof local dealerships by building the essential, mobile-first platform that makes automotive retail faster, easier, and smarter for both shoppers and dealers. Headquartered in Naperville, IL, our team of nearly 600 work friends are spread across the United States and Canada, pushing the boundaries and getting **** done every day, together.

DI offers an inclusive environment that celebrates collaboration and thinking differently to solve the challenges our clients face. Our shared success continues to lead to rapid growth and positive change, which opens up opportunities to advance your career to the next level by working with passionate, creative people across skill sets. If you want to be challenged, learn every day, and work as a team with some of the best in the industry, we want to meet you. Apply today!

Want to learn more about who we are? Check us out here ( https://www.youtube.com/watch?v=l0wQo9YLu58&feature=youtu.be )!

About the Position:
The Scrum Master is a member of cross-functional teams responsible for ensuring the work of the team is planned and on track. The Scrum Master ensures team health is monitored and takes action to improve when necessary, contributes to team decisions, and identifies, resolves or escalates barriers to success.

Responsibilities Include:
Facilitate the flow of work through the team
Facilitate core Agile ceremonies within the cross-functional team including work planning, daily stand-ups, and team retrospectives
Ensure a high level of communication within the team and with stakeholders
Actively monitor the progress of work through their teams and understand details at an appropriate level
Manage expectations inside and outside the team while stories are created and sized for entry to and during delivery
Identify, resolve or escalate impediments to success in a timely manner
Facilitate team health through conflict resolution within the delivery team and with the broader team
Partner with the Product Owner, Software Development Manager, Architect, and Program Manager to ensure that initiative strategy will produce the desired business outcomes
Coordinate and collaborate with other product teams as it relates to project dependencies
Report and effectively communicate progress via reports including velocity, weekly status, retrospective themes, etc.
Develop the cross-functional team
Coach Agile teams in the Agile Arts
Leverage measurement and metrics to promote team improvement
Lead the team in identifying and implementing productivity improvements
Participate in the evolution of the Dealer Inspire Agile framework that includes Continuous Delivery, Lean, and Extreme Programming. Communicate and train teams on changes to frameworks and tools
Coach team in becoming as self-sufficient as possible
Actively monitor team-health, proactively lead team building and resolve issues when present
Participate in personal growth activities
Stay current in agile and software development trends
Expand personal knowledge of the Agile Arts
Proactively seek areas for personal growth
Required Skills:
Expertise in Agile Practices (Emphasis on Scrum, Lean, Kanban, and XP is desirable)
Exposure to Software Development (Analysis, Design, Coding, Testing)
Proficiency in a Story Management Tool (JIRA and Confluence are desirable)
Proficiency in Atlassian Tool Suite (JIRA, Portfolio, Service Desk, Confluence)
Proficiency with MS Office (Outlook, Word, Excel, PowerPoint)
Superior written and verbal communication skills
Demonstrated leadership skills including moderation, facilitation, presentation, and conflict management
Required Experience:
Agile/Scrum Alliance related certification (Certified Scrum Master, Certified Scrum Practitioner, PMI-ACP)
3+ years Scrum Master experience in an enterprise environment
Experience in a software development environment
Experience in web-based software and mobile development environments is a plus
Benefits:
Health Insurance with BCBS, Delta Dental (Orthodontics coverage available), Eye Med Vision
401k plan with company match
Tuition Reimbursement
18 days paid time off, parental leave, and selected paid holidays
Life and Disability Insurance
Subsidized gym membership
Subsidized internet access for your home
Peer-to-Peer Bonus program
Work from home Fridays
Weekly in-office yoga classes
Fully stocked kitchen and refrigerator
Not a complete, detailed list. Benefits have terms and requirements before employees are eligible"
181|Scrum Master - Contract Position|"This is a Non-Employee Contractual Worker or Temporary Worker providing services for TD Ameritrade. This Non-Employee role will be employed by TD Ameritrade’s preferred 3rd Party Supplier only.
The anticipated, but not guaranteed, term of this engagement will be 6 months. This term could be extended based on company business needs or terminated at any time.
The Scrum Master is a servant leader, helping the rest of the Scrum team progress. He/she keeps the Scrum team productive and learning. He/she must have a good understanding of the Scrum framework and the ability to train others to use it.

The Scrum Master is responsible for promoting Agile values and principles within the development team and the organization. The Scrum Master does anything possible to help the team perform at their highest level. This includes: helping to remove impediments to progress, facilitate meetings, and doing things like working with the product owner to make sure the product backlog is well – groomed and ready for the next sprint. The Scrum Master acts as a buffer between the team and any distracting influences.
Responsibilities:
Assists the team by showing them their planned velocity vs. historical velocity, to make sure the targeted work can be accepted
Helps Product Owner prepare through multiple levels of planning and road mapping discussions
Fosters conversations/communications
Enforces team ground rules and cultural norms
Reviews action items and next steps and holds team accountable for follow through
Facilitates Sprint Reviews; Works with Product Owner and team to determine the agenda for the review
Analyze and interpret sprint metrics
Status reporting and communicating accomplishments, issues, and risks to product stakeholders
Facilitates Sprint Retrospectives;
Encourages other team members to facilitate
Captures info and summarize as sprint planning input
Backlog Refinement
Working with the Product Owner;
Helps Product Owner administer, prepare, groom, prioritize, and right-size the backlog
For new teams, the Scrum Master facilitates the tasking process
For mature teams, the Scrum Master charges the team with what they need to accomplish and asks the team to self-organize to accomplish the sprint goals
Ensures the team is fully functional and productive
Enables close cooperation across all roles and functions and removes barriers
Shields team from external interferences
Helps the team be productive
Encourages team to be more self-organizing and self-managing
Identifies, eliminates, or escalates impediments
Stays focused on delivery and quality, by encouraging teamwork and collaboration and minimizing silos and hand-offs
Finds techniques for effective product backlog management
With the Product Owner, clearly communicates product vision, roadmap and product backlog items to the development team
Monitors team for:
Agile anti-patterns
People working in isolation for more than a day
Anyone making little visible progress
Wait times or other wasteful processes
Poor software engineering practices
Infrequent builds
Opportunities to amplify cross-training and “T” shaping
Slippages in quality or velocity trends
Ensures application of agile principles and understanding and practicing of agility
Fosters creativity and empowerment
Ensures the process is followed
Facilitates retrospectives and promotes continuous improvement
Requirements:
General Skills
Servant Leader: Must be able to garner respect from his/her team and be willing to get their hands dirty to get the job done
Communicative and social: Must be able to communicate well with teams
Facilitative: Must be able to lead and demonstrate value-add principles to a team
Assertive: Must be able to ensure Agile/Scrum concepts and principles are adhered to, must be able to be a voice of reason and authority, make the tough calls
Situationally aware: Must be the first to notice differences and issues as they arise and elevate them to management
Enthusiastic: Must be high-energy and motivational
Continual improvement: Must continually be growing ones craft learning new tools and techniques to manage oneself and a team
Conflict resolution: Must be able to facilitate discussion and encourage alternatives or different approaches
Attitude of empowerment: Must be able to lead a team to self-organization
Attitude of transparency: Must desire to bring disclosure and transparency to the business about development and grow business trust
Emotional Intelligence: need the ability to recognize and address behaviors that are counterproductive to the team dynamic and meeting sprint objectives
Effective at mediating peer disputes and interpersonal or working style differences
Attitude of inclusiveness and a bias for making sure all team members have a voice and seat at the table
Technical Skills
Understand basic fundamentals of iterative development as it pertains to moving/converting to an Agile methodology
Understand other processes and methodologies and can speak intelligently about them and leverage other techniques to provide value to a team/enterprise
Understand basic fundamentals of software development processes and procedures
Understand the value of commitments to delivery made by a development team
Understand incremental delivery and the value of metrics
Understand backlog tracking, burndown metrics, velocity, and task definition
Familiarity with common Agile practices, Scrum service-oriented environments, and better development practices
Must be able to work with other teams across the organization that do not have agile practices or operate in more legacy workflows (i.e. waterfall or ticket based/shared services)
Ability to navigate complex release management environments and effective at planning and coordinating software releases at various intervals
Familiarity with Agile tools/products such as JIRA, Confluence, Rally Pivotal, Clarity, etc. is a plus
Ability to effectively break larger, more ambiguous work/stories into smaller more manageable work packages
Familiarity with techniques such as user story mapping, personas and persona mapping, visual management and information radiators
Effective use of video conferencing and other tools for enabling a collaborative work environment for remote teammates
Organized and skilled at archiving and managing/cataloging many physical artifacts
Preferred Skills
Experience as a Scrum Master for at least two years for a software development team that was diligently applying Scrum principles, practices, and theory
Knowledge of other Agile approaches: XP, Kanban, Crystal, FDD, etc.
Knowledge and/or experience with widely successful Agile techniques: User Stories, ATDD, TDD, Continuous Integration, Continuous Testing, Pairing, Automated Testing, and Agile Games
Experience applying a wide variety of well documented patterns and techniques for filling in the intentional gaps left in the Scrum approach (e.g., numerous Burndown techniques, numerous Retrospective formats, handling bugs, etc.)
Previous experience as a team lead
First level Scrum Master certification: Scrum Alliance: Certified Scrum Master (CSM) or Scrum.org: Professional Scrum Master (PSM 1) preferred
PMP a plus
Military education or experience may be considered in lieu of civilian requirements listed
To all recruitment agencies: TD Ameritrade does not accept agency resumes without a signed contract and use of the agency portal. Please do not forward resumes to our job alias, TD Ameritrade employees or any other company location. TD Ameritrade is not responsible for any fees related to unsolicited resumes."
182|Technical Manager / Agile Scrum Master|"Responsibilities
At Perspecta, we are seeking a Technical Manager / Agile Scrum Master. Our Joint Engineering Teams - Sustainment (JETS) Program provides the Department of Homeland Security’s USCIS organization with Agile development and maintenance capability to sustain their IT systems. JETS will supply Agile development teams to participate in IT maintenance efforts, to include activities necessary for sustaining previously developed systems and applications using Lean processes.
The Technical Manager will serve as an Agile Scrum Master for an agile team and will have responsibility for Agile team performance. The Agile Scrum Master will serve as the primary interface with the government PM, product owner, and other key stakeholders.
The Agile Scrum Master must have expertise in the Agile development methodologies such as Scrum, Lean, and Kanban to ensure Agile practices are applied on the Agile team and metrics are collected to produce velocity charts, burn down charts, and/or cumulative flow diagrams. The Agile Scrum Master will be responsible for leading Sprint planning, backlog grooming, Daily Standups, Sprint Demos, and Retrospectives.
The Agile Scrum Master is required to have experience in systems analysis, user story development, and custom software development of enterprise scale applications to enable facilitation of technical discussions and decisions within the development team. The Agile Scrum Master will also work within a scaled Agile environment and support larger Epics in a Scrum of Scrums environment.
Additional responsibilities include:
Organizes, directs, and manages custom software development and production operations functions, involving multiple project tasks that use agile development methodologies.
Manages Agile teams to ensure that delivery is on time and meets the specifications and requirements in user stories.
Maintains and manages the client relationship; meets with the customer to formulate and review task plans, release plans, and deliverable items.
Establishes and maintains technical reports and Agile artifacts to track and report project progress to management and customers.
Organizes and delegates responsibilities to team members and oversees the successful completion of all assigned tasks.
Qualifications
Requirements:
US Citizenship and eligibility to obtain a DHS Public Trust Security Clearance
Master's with 6 or more years of experience in software development, with at least 3 years of project management experience and at least 1 year managing Agile projects; a Bachelor's may be substituted for a Master’s with 10 or more years of experience in software development, with at least 6 years of project management experience and at least 1 years managing Agile projects.
Certified Project Management Professional (PMP)
Agile Certifications such as PMI-ACP or Certified Scrum Master required
Experience with Agile software development using Scrum or Kanban
Technical experience in systems analysis, requirements analysis, and user story development
Technical experience in systems development and managing modern software development in cloud environments such as AWS using microservices
Excellent communication skills
Demonstrated expert ability to effectively work with senior level government staff
Experience managing projects and Agile teams with 6+ personnel
Desired Qualifications:
Current DHS Public Trust Clearance
Previous experience supporting Department of Homeland Security program
Options
Apply for this job onlineApply
Share
Email this job to a friendRefer
Sorry the Share function is not working properly at this moment. Please refresh the page and try again later.
Share on your newsfeed




As a government contractor, Perspecta abides by the following provision
PAY TRANSPARENCY NONDISCRIMINATION PROVISION
The contractor will not discharge or in any other manner discriminate against employees or applicants because they have inquired about, discussed, or disclosed their own pay or the pay of another employee or applicant. However, employees who have access to the compensation information of other employees or applicants as a part of their essential job functions cannot disclose the pay of other employees or applicants to individuals who do not otherwise have access to compensation information, unless the disclosure is (a) in response to a formal complaint or charge, (b) in furtherance of an investigation, proceeding, hearing, or action, including an investigation conducted by the employer, or (c) consistent with the contractor's legal duty to furnish information. 41 CFR 60-1.35(c)"
183|Scrum Master - Riverview, FL|"Job Summary:
Responsible for leading one or more software development teams in developing and supporting software products using agile methodologies and processes.

Duties and responsibilities:
Guides the product owner and development team in Agile and Scrum methodologies.
Facilitates collaboration among the team to increase productivity and problem resolution.
Leads one or more Communities of Practice across the software development organization, supporting standards and successful adoption: web styling, code review, devops, enterprise architecture, et. al. Facilitates ongoing education and training among the team, product owners, BAs and stakeholders.
Assists with backlog grooming and management.
Facilitates the analysis, design and development of software.
Coaches the development team in removing impediments to the development of software.
Manages the execution of the product backlog by the development team.
Ensures software deliverables are on time with production quality.
Qualifications:
Bachelor’s Degree from 4 year college or technical school or equivalent combination of education and experience required.
Scrum Master certification preferred
2– 3 years of experience as a Scrum Master or similar leadership role for a software development team required
2– 5 years of experience working in an agile development environment required.
Knowledge of software development processes required.
Experience with .NET technologies, relational databases, noSQL databases and architectural patterns strongly preferred
Experience with transportation, logistics and/or 3PLs is a plus."
